game_title, genre, platforms, release_date, developers,metascore_rating
Duke Nukem 3D: 20th Anniversary World Tour,Arcade|First-Person|Shooter|Action,PlayStation 4|PC|Xbox One,Oct 11 2016,Gearbox Software,77
Unravel Two,2D|Platformer|Action,PlayStation 4|PC|Switch|Xbox One,Jun  9 2018,Coldwood Interactive,77
Transformers: Devastation,3D|Beat-'Em-Up|Action,PlayStation 4|PC|PlayStation 3|Xbox 360|Xbox One,Oct  6 2015,PlatinumGames,77
Xeodrifter,2D|Platformer|Action,PlayStation 4|3DS|PC|PlayStation 3|PlayStation Vita|Switch|Wii U,Sep  1 2015,Renegade Kid,77
Game of Thrones: Episode Five - A Nest of Vipers,Adventure|General|Point-and-Click|Action,PlayStation 4|iPhone/iPad|PC|PlayStation 3|Xbox 360|Xbox One,Jul 21 2015,Telltale Games,77
Call of Duty: Infinite Warfare,Tactical|First-Person|Shooter|Action,PlayStation 4|PC|Xbox One,Nov  4 2016,Infinity Ward,77
Lost Orbit,2D|Platformer|Action,PlayStation 4|PC|Xbox One,May 12 2015,PixelNAUTS,77
Sniper Elite 4,Tactical|First-Person|Shooter|Action,PlayStation 4|PC|Xbox One,Feb 14 2017,Rebellion,77
Headlander,Platformer|Action Adventure|2D|Action|General,PlayStation 4|PC|Xbox One,Jul 26 2016,Double Fine Productions,77
Trover Saves the Universe,General|Action,PlayStation 4|PC,May 31 2019,Squanch Games,77
Hue,Puzzle|Action,PlayStation 4|PC|PlayStation Vita|Switch|Xbox One,Aug 30 2016,Fiddlesticks Games,77
Just Dance 2019,Dancing|Rhythm|Action,PlayStation 4|Switch|Wii U|Xbox 360|Xbox One,Oct 23 2018,Ubisoft Paris,77
Furi,3D|Fighting|Action,PlayStation 4|PC|Switch|Xbox One,Jul  5 2016,The Game Bakers,77
Warriors Orochi 3 Ultimate,3D|Beat-'Em-Up|Action,PlayStation 4|PlayStation 3|PlayStation Vita|Xbox One,Sep  2 2014,Omega Force,77
Aaero,Rail|Shooter|Action,PlayStation 4|PC|Xbox One,Apr 11 2017,Mad Fellows Ltd,77
Electronauts,Music|Miscellaneous|Rhythm|Action|Application,PlayStation 4|PC,Aug  7 2018,Survios,77
Blasters of the Universe,Arcade|First-Person|Shooter|Action,PlayStation 4|PC,Feb 27 2018,Secret Location,76
War Thunder,Vehicle|Combat|Simulation|Flight|Action|General,PlayStation 4|PC|Xbox One,Jun  3 2014,Gaijin Entertainment,76
Destiny,Sci-Fi|Arcade|First-Person|Action|Shooter,PlayStation 4|PlayStation 3|Xbox 360|Xbox One,Sep  9 2014,Bungie Software| Bungie,76
BlazBlue: Cross Tag Battle,2D|Fighting|Action,PlayStation 4|PC|Switch,Jun  5 2018,Arc System Works,76
Dragon Quest Heroes II,3D|Beat-'Em-Up|Action,PlayStation 4|PC,Apr 25 2017,Omega Force,76
Apotheon,2D|Beat-'Em-Up|Action,PlayStation 4|PC,Feb  3 2015,Alientrap,76
Chariot,2D|Platformer|Action,PlayStation 4|PC|PlayStation 3|Wii U|Xbox One,Sep 30 2014,Frima Studio,76
Q.U.B.E. 2,Sci-Fi|Arcade|First-Person|Action|Shooter,PlayStation 4|PC|Switch|Xbox One,Mar 13 2018,Toxic Games,76
Tethered,General|Action,PlayStation 4|PC,Oct 25 2016,Secret Sorcery| SECRET SORCERY LIMITED| Secret Sorcery Towers,76
10 Second Ninja X,2D|Platformer|Action,PlayStation 4|PC|PlayStation Vita|Xbox One,Jul 19 2016,GameDesignDan,76
Race the Sun,Racing|Arcade|Futuristic|Action|General,PlayStation 4|iPhone/iPad|PC|PlayStation 3|PlayStation Vita|Wii U|Xbox One,Oct 21 2014,Flippfly,76
Wolfenstein: The Old Blood,Action|First-Person|Shooter|Arcade,PlayStation 4|PC|Xbox One,May  5 2015,MachineGames,76
Flinthook,Action|2D|Platformer,PlayStation 4|PC|Switch|Xbox One,Apr 14 2017,Tribute Games,76
Momodora: Reverie Under the Moonlight,Action|Action Adventure|Open-World|General,PlayStation 4|PC|Switch|Xbox One,Mar 16 2017,Bombservice,76
Minutes,Action|General,PlayStation 4|PlayStation Vita,Feb 10 2015,Red Phantom Games,76
Expand,Puzzle|Action,PlayStation 4|PC,Oct  3 2017,Chris Johnson,76
LawBreakers,Shooter|Third-Person|First-Person|Arcade|Tactical|Action,PlayStation 4|PC,Aug  8 2017,Boss Key Productions,76
Far Cry Primal,Action|First-Person|Shooter|Arcade,PlayStation 4|PC|Xbox One,Feb 23 2016,Ubisoft Montreal,76
Samurai Warriors 4,Action|3D|Beat-'Em-Up,PlayStation 4|PlayStation 3|PlayStation Vita,Oct 21 2014,Omega Force,76
Klaus,Action|2D|Platformer,PlayStation 4,Jan 19 2016,La Cosa Entertainment,76
Heart&Slash,Action|General,PlayStation 4|PC|Switch|Xbox One,Jun 28 2016,AHEARTFULOFGAMES,76
JYDGE,Action|Shooter|Shoot-'Em-Up|Top-Down,PlayStation 4|iPhone/iPad|PC|Switch|Xbox One,Oct  3 2017,10tons,76
Evolve,Shooter|Sci-Fi|First-Person|Arcade|Action,PlayStation 4|PC|Xbox One,Feb 10 2015,Turtle Rock Studios,76
Evasion,Action|Shooter|Light Gun,PlayStation 4|PC,Oct  9 2018,Archiact Interactive Ltd.,76
BADLAND: Game of the Year Edition,Action|Action Adventure|Arcade|Linear,PlayStation 4|iPhone/iPad|PC|PlayStation 3|PlayStation Vita|Wii U|Xbox One,May 26 2015,Frogmind,76
The Mummy Demastered,Action|2D|Platformer,PlayStation 4|PC|Switch|Xbox One,Oct 24 2017,WayForward,75
The Escapists 2,Action|General,PlayStation 4|iPhone/iPad|PC|Switch|Xbox One,Aug 22 2017,Mouldy Toof Studios,75
DOOM: Unto The Evil,Action|First-Person|Shooter|Arcade,PlayStation 4|PC|Xbox One,Aug  4 2016,id Software,75
Iron Crypticle,Action|2D|Platformer,PlayStation 4|PC|Switch|Xbox One,Jul 11 2017,Tikipod Limited,75
Strike Vector EX,Shooter|First-Person|Arcade|General|Action,PlayStation 4|PC,Aug 30 2016,Strike Vector Team| Ragequit Corporation,75
Unruly Heroes,Action|2D|Platformer,PlayStation 4|PC|Switch|Xbox One,May 28 2019,Magic Design Studios,75
SUPERHOT VR,Action|First-Person|Shooter|Tactical,PlayStation 4|PC,Jul 21 2017,SUPERHOT,75
Plants vs Zombies: Garden Warfare,Shooter|Third-Person|Tactical|General|Action,PlayStation 4|PC|PlayStation 3|Xbox 360|Xbox One,Aug 19 2014,PopCap,75
Just Dance 2018,Action|Dancing|Rhythm,PlayStation 4|PlayStation 3|Switch|Wii U|Xbox 360|Xbox One,Oct 24 2017,Ubisoft Paris,75
Killing Floor 2,Action|First-Person|Shooter|Arcade,PlayStation 4|PC|Xbox One,Nov 16 2016,Tripwire Interactive,75
Typoman: Revised,Action|2D|Platformer,PlayStation 4|PC|Switch|Xbox One,Feb 21 2017,Brainseed Factory,75
Tempest 4000,Action|Shooter|Shoot-'Em-Up|Top-Down,PlayStation 4|PC|Xbox One,Jul 17 2018,Llamasoft,75
Stikbold! A Dodgeball Adventure,Action|Arcade,PlayStation 4|PC|Switch|Xbox One,Apr  5 2016,Reign Bros,75
Bulletstorm: Full Clip Edition,Action|First-Person|Shooter|Arcade,PlayStation 4|PC|Xbox One,Apr  7 2017,People Can Fly,75
Just Dance 2014,Action|Dancing|Miscellaneous|Rhythm,PlayStation 4|PlayStation 3|Wii U|Xbox 360|Xbox One,Nov 12 2013,Ubisoft,75
Organic Panic,Puzzle|Action,PlayStation 4|PC|Xbox One,Mar 29 2016,Last Limb Games,75
Blade Strangers,Action|2D|Fighting,PlayStation 4|PC|Switch,Aug 28 2018,Studio Saizensen,75
Bleed,Action|2D|Platformer,PlayStation 4|PC|Switch|Xbox One,Aug 22 2017,BootdiskRevolution,75
Graceful Explosion Machine,Action|Shooter|Shoot-'Em-Up|Horizontal,PlayStation 4|PC|Switch,Aug  8 2017,Vertex Pop,75
Fate/Extella Link,Action|3D|Beat-'Em-Up,PlayStation 4|PC|PlayStation Vita|Switch,Mar 19 2019,Marvelous Inc.,75
Shantae and the Pirate's Curse,Action|2D|Platformer,PlayStation 4|3DS|PC|Switch|Wii U|Xbox One,Apr  9 2016,WayForward,75
Stick it to the Man!,Action|3D|Platformer,PlayStation 4|PC|PlayStation 3|PlayStation Vita|Switch|Wii U|Xbox One,May  6 2014,Zoink!,75
Scintillatron 4096,Action|Shooter|Shoot-'Em-Up|Top-Down,PlayStation 4|PlayStation Vita,Dec 18 2018,kFunction Ltd.,75
RIVE,Action|2D|Platformer,PlayStation 4|PC|Switch,Sep 13 2016,Two Tribes,75
Attack on Titan 2,Action|General,PlayStation 4|PC|Switch|Xbox One,Mar 20 2018,Omega Force,75
Game of Thrones: Episode Six - The Ice Dragon,Action|Adventure|General|Point-and-Click,PlayStation 4|iPhone/iPad|PC|PlayStation 3|Xbox 360|Xbox One,Nov 17 2015,Telltale Games,75
Hotline Miami 2: Wrong Number,Action|Action Adventure|Linear|General,PlayStation 4|PC|PlayStation 3|PlayStation Vita,Mar 10 2015,Dennaton,75
Call of Duty: Infinite Warfare - Continuum,Action|First-Person|Shooter|Tactical,PlayStation 4|PC|Xbox One,Apr 18 2017,Infinity Ward,75
Slayaway Camp: Butcher's Cut,Puzzle|Action,PlayStation 4|PlayStation Vita|Switch|Xbox One,Oct 24 2017,Blue Wizard Digital Ltd.| Blue Wizard Digital,75
Unmechanical: Extended Edition,2D|Puzzle|General|Platformer|Action,PlayStation 4|PlayStation 3|Xbox One,Feb 10 2015,Grip Games,75
Cryptark,Action|Shooter|Shoot-'Em-Up|Top-Down,PlayStation 4|PC,Jun 27 2017,Alientrap,75
Dead or Alive 5: Last Round,Action|3D|Fighting,PlayStation 4|PC|PlayStation 3|Xbox 360|Xbox One,Feb 17 2015,Team Ninja,74
Lara Croft and the Temple of Osiris,Action Adventure|2D|Platformer|Action|Linear,PlayStation 4|PC|Xbox One,Dec  9 2014,Nixxes Software,74
Batman: Arkham VR,Action|General,PlayStation 4|PC,Oct 11 2016,Rocksteady Studios,74
Dead Nation: Apocalypse Edition,Shooter|Third-Person|Modern|Action|Shoot-'Em-Up|Top-Down,PlayStation 4|PlayStation 3|PlayStation Vita,Mar  4 2014,Sony Interactive Entertainment,74
Call of Duty: Black Ops III - Eclipse,Action|First-Person|Shooter|Arcade,PlayStation 4|PC|Xbox One,Apr 19 2016,Treyarch,74
Adventures of Pip,Action|2D|Platformer,PlayStation 4|iPhone/iPad|PC|Wii U|Xbox One,Aug 18 2015,TicToc Games,74
Rock Boshers DX: Director's Cut,Shooter|Static|Action|Shoot-'Em-Up|Top-Down,PlayStation 4|PC|PlayStation Vita|Switch,Dec  9 2014,Tikipod Limited,74
Far Cry 4: Valley of the Yetis,Action|First-Person|Shooter|Arcade,PlayStation 4|PC|PlayStation 3|Xbox 360|Xbox One,Mar 10 2015,Ubisoft Montreal,74
Stealth Inc 2: A Game of Clones,Action|2D|Platformer,PlayStation 4|PC|PlayStation 3|PlayStation Vita|Wii U|Xbox One,Apr  7 2015,Curve Digital,74
Sniper Elite III: Ultimate Edition,Action|Shooter|Third-Person|Tactical,PlayStation 4|Xbox One,Mar 10 2015,Rebellion,74
Not a Hero,Shooter|2D|Horizontal|General|Platformer|Action|Shoot-'Em-Up,PlayStation 4|PC|Switch|Xbox One,Feb  2 2016,roll7,74
The Turing Test,Action|First-Person|Shooter|Arcade,PlayStation 4|PC|Xbox One,Jan 24 2017,Bulkhead Interactive,74
Super Stardust Ultra,Action|Shooter|Shoot-'Em-Up|Top-Down,PlayStation 4,Feb 10 2015,d3t Ltd,74
Aqua Kitty: Milk Mine Defender DX,Action|General,PlayStation 4|PlayStation Vita,Nov 25 2014,Tikipod Limited,74
Pinball FX 2: Star Wars Pinball - Rogue One,Action|Pinball,PlayStation 4|PC|Xbox One,Jan 31 2017,Zen Studios,74
ChromaGun,Action|First-Person|Shooter|Arcade,PlayStation 4|PC|Switch|Xbox One,Aug 22 2017,Pixel Maniacs,74
Toukiden: Kiwami,Action|General,PlayStation 4|PC|PlayStation Vita,Mar 31 2015,Koei Tecmo Games,74
One Piece: Pirate Warriors 3,Action|3D|Beat-'Em-Up,PlayStation 4|PC|PlayStation 3|PlayStation Vita|Switch,Aug 25 2015,Omega Force,74
Call of Duty: Black Ops III - Awakening,Action|First-Person|Shooter|Arcade,PlayStation 4|PC|PlayStation 3|Xbox 360|Xbox One,Feb  2 2016,Treyarch,74
Samurai Warriors: Spirit of Sanada,Action|3D|Beat-'Em-Up,PlayStation 4|PC,May 23 2017,Omega Force,74
Sky Force Reloaded,Action|Shooter|Shoot-'Em-Up|Vertical,PlayStation 4|iPhone/iPad|PC|Switch|Xbox One,Nov 28 2017,Infinite Dreams Inc.,74
Extreme Exorcism,Action|2D|Platformer,PlayStation 4|PC|PlayStation 3|Wii U|Xbox One,Sep 23 2015,Golden Ruby Games,74
Call of Duty: Black Ops III - Salvation,Action|First-Person|Shooter|Arcade,PlayStation 4|PC|Xbox One,Sep  6 2016,Treyarch,74
Amplitude,Action|Music|Miscellaneous|Rhythm,PlayStation 4|PlayStation 3,Jan  5 2016,Harmonix Music Systems,74
Wild Guns Reloaded,Action|2D|Platformer,PlayStation 4|PC|Switch,Dec 20 2016,Natsume| NATSUME ATARI Inc.,74
Attack on Titan,Action|3D|Beat-'Em-Up,PlayStation 4|PC|PlayStation 3|PlayStation Vita|Xbox One,Aug 30 2016,Omega Force,74
Scram Kitty DX,Action|General,PlayStation 4|PlayStation Vita|Wii U,Feb 25 2015,Dakko Dakko,74
Space Pirate Trainer,Action|First-Person|Shooter|Arcade,PlayStation 4|PC,Nov 27 2018,i-illusions,74
Shantae: Risky's Revenge - Director's Cut,Action|2D|Platformer,PlayStation 4|iPhone/iPad|PC|Wii U,Jun 23 2015,WayForward,74
Killzone: Shadow Fall,Shooter|Sci-Fi|First-Person|Arcade|Action,PlayStation 4,Nov 15 2013,Guerrilla,73
Battlefield Hardline,Shooter|First-Person|Arcade|Modern|Tactical|Action,PlayStation 4|PC|PlayStation 3|Xbox 360|Xbox One,Mar 17 2015,Visceral Games,73
Just Dance 2017,Action|Dancing|Rhythm,PlayStation 4|PC|PlayStation 3|Switch|Wii U|Xbox 360|Xbox One,Oct 25 2016,Ubisoft Paris,73
Battlefield V,Action|First-Person|Shooter|Tactical,PlayStation 4|PC|Xbox One,Nov 15 2018,EA DICE,73
Just Dance 2016,Action|Dancing|Rhythm,PlayStation 4|PlayStation 3|Wii U|Xbox 360|Xbox One,Oct 20 2015,Ubisoft,73
Call of Duty: WWII - The War Machine,Action|First-Person|Shooter|Arcade,PlayStation 4|PC|Xbox One,Apr 10 2018,Sledgehammer Games,73
Project Nimbus: Code Mirai,Action|Arcade|Shooter|Third-Person,PlayStation 4,Apr 10 2018,Kiss,73
Lumo,3D|Adventure|General|Platformer|Action,PlayStation 4|PC|PlayStation Vita|Switch|Xbox One,May 24 2016,Triple Eh? Ltd,73
Escape Plan,Puzzle|General|Miscellaneous|Action,PlayStation 4|PlayStation Vita,Dec  3 2013,Fun Bits,73
Titan Souls,Action|General,PlayStation 4|PC|PlayStation Vita,Apr 14 2015,Acid Nerve,73
Shio,Action|2D|Platformer,PlayStation 4|PC|Switch,May 22 2018,Coconut Island Games,73
Persona 3: Dancing in Moonlight,Action|Music|Rhythm,PlayStation 4|PlayStation Vita,Dec  4 2018,Atlus,73
The Swindle,Action|3D|Platformer,PlayStation 4|PC|PlayStation 3|PlayStation Vita|Switch|Wii U|Xbox One,Jul 28 2015,Size Five Games,73
Never Alone,Action|2D|Platformer,PlayStation 4|iPhone/iPad|PC|PlayStation 3|Wii U|Xbox One,Nov 18 2014,Upper One Games,73
Futuridium EP Deluxe,Action|Rail|Shooter,PlayStation 4|3DS|iPhone/iPad|PC|PlayStation Vita|Wii U,Sep 30 2014,MixedBag Srl,73
Mother Russia Bleeds,Action|Beat-'Em-Up|2D,PlayStation 4|PC|Switch,Dec  3 2016,Le Cartel Studio,73
Strange Brigade,Action|Arcade|Shooter|Third-Person,PlayStation 4|PC|Xbox One,Aug 28 2018,Rebellion,73
LEGO Marvel Super Heroes 2,Action|3D|Platformer,PlayStation 4|PC|Switch|Xbox One,Nov 14 2017,TT Games,73
Game of Thrones: Episode Four - Sons of Winter,Action|Adventure|General|Point-and-Click,PlayStation 4|iPhone/iPad|PC|PlayStation 3|Xbox 360|Xbox One,May 26 2015,Telltale Games,73
Eagle Flight,Action|Simulation|General,PlayStation 4|PC,Nov  8 2016,Ubisoft| FunHouse,73
WWE 2K16,Wrestling|Individual|General|Action|Combat|Sports,PlayStation 4|PC|PlayStation 3|Xbox 360|Xbox One,Oct 27 2015,Yuke's,73
Fighting EX Layer,Action|2D|Fighting,PlayStation 4|PC,Jun 28 2018,Arika,73
Samurai Warriors 4-II,Action|3D|Beat-'Em-Up,PlayStation 4|PC|PlayStation 3|PlayStation Vita,Sep 29 2015,Omega Force,73
Warhammer: End Times - Vermintide,Action|First-Person|Shooter|Tactical,PlayStation 4|PC|Xbox One,Oct  4 2016,Fatshark AB,73
The Walking Dead: The Telltale Series - A New Frontier,Action|Adventure|General|Point-and-Click,PlayStation 4|iPhone/iPad|PC|Xbox One,Feb 28 2017,Telltale Games,73
Azure Reflections,Action|Shooter|Shoot-'Em-Up|Horizontal,PlayStation 4|Switch,May 15 2018,souvenir circ.,73
Raiden V: Director's Cut,Action|Shooter|Shoot-'Em-Up|Vertical,PlayStation 4|PC|Switch|Xbox One,Oct 10 2017,Moss,73
Nidhogg 2,Action|General,PlayStation 4|PC|Switch|Xbox One,Sep 15 2017,Messhof,73
Maldita Castilla EX: Cursed Castilla,Action|2D|Platformer,PlayStation 4|3DS|PC|PlayStation Vita|Switch|Xbox One,Dec 16 2016,Locomalito,73
Immortal Redneck,Action|First-Person|Shooter|Arcade,PlayStation 4|PC|Switch|Xbox One,Feb 27 2018,CremaGames| Crema Games,73
Star Wars Battlefront,Shooter|First-Person|Tactical|General|Action,PlayStation 4|PC|Xbox One,Nov 17 2015,EA DICE,73
Tom Clancy's Rainbow Six Siege,Shooter|First-Person|Modern|Tactical|Action,PlayStation 4|PC|Xbox One,Dec  1 2015,Ubisoft Montreal,73
Kick & Fennick,Action|2D|Platformer,PlayStation 4|PlayStation Vita|Wii U|Xbox One,Jun  2 2016,Jaywalkers Interactive,73
Sneaky Bears,Shooter|Action Adventure|Survival|Light Gun|Action,PlayStation 4|PC,Aug 29 2017,War Ducks Ltd| WarDucks,73
Persona 5: Dancing in Starlight,Action|Music|Rhythm,PlayStation 4|PlayStation Vita,Dec  4 2018,Atlus,72
Destiny: House of Wolves,Action|First-Person|Shooter|Arcade,PlayStation 4|PlayStation 3|Xbox 360|Xbox One,May 19 2015,Bungie,72
Wayward Sky,Action|General,PlayStation 4,Oct 10 2016,Uber Entertainment,72
Just Dance 2015,Action|Dancing|Miscellaneous|Rhythm,PlayStation 4|PlayStation 3|Wii U|Xbox 360|Xbox One,Oct 21 2014,Ubisoft,72
88 Heroes,Action|2D|Platformer,PlayStation 4|PC|Xbox One,Mar 24 2017,Rising Star Games| Bitmap Bureau,72
Senko no Ronde 2,Action|2D|Fighting,PlayStation 4|PC,Sep  7 2017,G.Rev,72
Killzone: Shadow Fall - Intercept,Shooter|Sci-Fi|First-Person|Arcade|Action,PlayStation 4,Jun 24 2014,Guerrilla,72
Shadows: Awakening,Action|General,PlayStation 4|PC|Xbox One,Sep  4 2018,Kalypso,72
The Adventure Pals,Action|2D|Platformer,PlayStation 4|PC|Switch|Xbox One,Apr  3 2018,Massive Monster,72
Let It Die,Action|General|Action RPG|Role-Playing,PlayStation 4|PC,Dec  3 2016,Grasshopper Manufacture,72
Dragon Ball: Xenoverse 2,Action|3D|Fighting,PlayStation 4|PC|Switch|Xbox One,Oct 25 2016,Dimps Corporation,72
Jotun: Valhalla Edition,Action|General,PlayStation 4|PC|Switch|Wii U|Xbox One,Sep  9 2016,Thunder Lotus Games,72
Peggle 2,Puzzle|General|Miscellaneous|Action,PlayStation 4|Xbox 360|Xbox One,Oct 14 2014,PopCap,72
Phantom Breaker: Battle Grounds Overdrive,Action|Beat-'Em-Up|2D,PlayStation 4|PlayStation Vita|Switch,Jul 23 2015,5pb,72
Dreadnought,Action|General,PlayStation 4|PC,Jun  6 2017,Six Foot Games,72
Apex Construct,Action|Shooter|Light Gun,PlayStation 4|PC,Feb 20 2018,Fast Travel Games,72
Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,Third-Person|3D|Adventure|General|Action,PlayStation 4|iPhone/iPad|PC|Xbox One,Apr 18 2017,Telltale Games,72
Patapon,Action|Music|Rhythm,PlayStation 4,Aug  1 2017,Sony Interactive Entertainment,72
Destiny: Rise of Iron,Action|First-Person|Shooter|Arcade,PlayStation 4|Xbox One,Sep 20 2016,Bungie,72
Semispheres,Puzzle|Action,PlayStation 4|PC|PlayStation Vita|Switch,Feb 14 2017,Vivid Helix,72
Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin',Third-Person|3D|Adventure|General|Action,PlayStation 4|iPhone/iPad|PC|Xbox One,Nov  7 2017,Telltale Games,72
Warriors Orochi 4,Action|3D|Beat-'Em-Up,PlayStation 4|PC|Switch|Xbox One,Oct 16 2018,Omega Force,72
Fist of the North Star: Lost Paradise,Action|General|Action RPG|Role-Playing,PlayStation 4,Oct  2 2018,Ryu ga Gotoku Studios,72
Megaton Rainfall,Action|General,PlayStation 4|PC|Switch|Xbox One,Oct 17 2017,Pentadimensional Games,72
Serial Cleaner,Action|Action Adventure|Linear|General,PlayStation 4|iPhone/iPad|PC|Switch|Xbox One,Jul 11 2017,iFun4all| Curve Digital,72
Rogue Aces,Action|Shooter|Shoot-'Em-Up|Horizontal,PlayStation 4|PlayStation Vita|Switch,Apr 12 2018,Infinite State Games,72
Until Dawn: Rush of Blood,Action|Rail|Shooter,PlayStation 4,Oct 13 2016,SuperMassive Games,72
Dead or Alive 6,Action|3D|Fighting,PlayStation 4|PC|Xbox One,Mar  1 2019,Team Ninja| Koei Tecmo Games,72
Earth Defense Force 5,Action|Arcade|Shooter|Third-Person,PlayStation 4,Dec 11 2018,Sandlot,72
PlayerUnknown's Battlegrounds,Action|First-Person|Shooter|Tactical,PlayStation 4|iPhone/iPad|PC|Xbox One,Dec  7 2018,PUBG Corporation,72
LOUD on Planet X,Action|Music|Rhythm,PlayStation 4|iPhone/iPad|PC,Apr 19 2016,Pop Sandbox,72
140,Action|2D|Platformer,PlayStation 4|PC|Wii U|Xbox One,Sep  6 2016,Jeppe Carlsen,72
Death Squared,Puzzle|General|Action,PlayStation 4|iPhone/iPad|PC|Switch|Xbox One,Mar 14 2017,SMG Studio,72
Shadow Warrior 2,Action|First-Person|Shooter|Arcade,PlayStation 4|PC|Xbox One,May 19 2017,Flying Wild Hog,72
Marvel vs. Capcom: Infinite,Action|2D|Fighting,PlayStation 4|PC|Xbox One,Sep 19 2017,Capcom,72
MouseCraft,Puzzle|General|Miscellaneous|Action,PlayStation 4|PC|PlayStation 3|PlayStation Vita,Jul  8 2014,Crunching Koalas,72
Borderlands 2 VR,Action|First-Person|Shooter|Arcade,PlayStation 4,Dec 14 2018,Gearbox Software,72
Bound,Action|3D|Platformer,PlayStation 4,Aug 16 2016,SCE Santa Monica| Plastic Studios,71
Job Simulator,Virtual|General|Career|Action|Simulation,PlayStation 4|PC,Oct 13 2016,Owlchemy Labs,71
Payday 2: Crimewave Edition,Shooter|First-Person|Arcade|Fantasy|General|Action,PlayStation 4|PC|PlayStation 3|Switch|Xbox 360|Xbox One,Jun 16 2015,Overkill Software,71
Penarium,Action|2D|General|Platformer,PlayStation 4|iPhone/iPad|PC|Xbox One,Sep 22 2015,Self Made Miracle,71
Riddled Corpses EX,Action|Shooter|Shoot-'Em-Up|Top-Down,PlayStation 4|PlayStation Vita|Switch|Xbox One,Jun  5 2018,COWCAT,71
Call of Duty: WWII - The Resistance,Action|First-Person|Shooter|Arcade,PlayStation 4|PC|Xbox One,Jan 30 2018,Sledgehammer Games,71
Don't Die  Mr. Robot!,Action|General,PlayStation 4|iPhone/iPad|PlayStation Vita|Switch,Mar  8 2016,Infinite State Games,71
Binaries,Action|2D|Platformer,PlayStation 4|PC|Switch|Xbox One,Aug 30 2016,Ant Workshop Ltd,71
DOOM VFR,Action|First-Person|Shooter|Arcade,PlayStation 4|PC,Dec  1 2017,id Software,71
Far Cry New Dawn,Action|First-Person|Shooter|Arcade,PlayStation 4|PC|Xbox One,Feb 15 2019,Ubisoft Montreal,71
The Escapists,Action|General,PlayStation 4|iPhone/iPad|PC|Xbox 360|Xbox One,Jun  2 2015,Mouldy Toof Studios,71
Fenix Furia,Action|2D|Platformer,PlayStation 4|PC|Xbox One,Jun  7 2016,Green Lava Studios,71
Ultra Street Fighter IV,Action|2D|Fighting,PlayStation 4|PC|PlayStation 3|Xbox 360,May 26 2015,Other Ocean Interactive,71
Farpoint,Action|First-Person|Shooter|Arcade,PlayStation 4,May 16 2017,Impulse Gear,71
Croixleur Sigma,Action|3D|Beat-'Em-Up|General,PlayStation 4|PC|PlayStation Vita|Switch,Jan 19 2016,souvenir circ.| Active Gaming Media Inc.,71
